position,Frequency_Hz,Magnitude_dB,Phase_deg,Color,STI,STI_Degradation_%
TheHub-CeilingCorner,5639.84,-8.83,-167.21,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,5660.4,-10.4,-167.23,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,5681.02,-9.53,-167.23,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,5701.73,-10.62,-167.22,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,5722.5,-10.14,-167.19,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,5743.36,-11.15,-167.14,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,5764.29,-9.43,-167.08,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,5785.29,-9.47,-167.0,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,5806.38,-10.27,-166.91,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,5827.54,-10.16,-166.8,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,5848.77,-10.34,-166.67,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,5870.09,-10.58,-166.53,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,5891.48,-11.41,-166.38,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,5912.95,-9.74,-166.21,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,5934.5,-10.76,-166.03,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,5956.12,-10.58,-165.83,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,5977.83,-11.14,-165.62,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,5999.61,-10.33,-165.4,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,6021.48,-10.41,-165.17,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,6043.42,-10.89,-164.93,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,6065.44,-9.8,-164.68,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,6087.55,-9.88,-164.41,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,6109.73,-9.75,-164.14,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,6132.0,-10.36,-163.86,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,6154.34,-10.76,-163.57,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,6176.77,-10.79,-163.28,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,6199.28,-10.33,-162.98,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,6221.87,-10.1,-162.68,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,6244.54,-9.65,-162.37,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,6267.3,-10.98,-162.05,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,6290.14,-9.77,-161.74,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,6313.06,-11.0,-161.42,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,6336.07,-11.15,-161.11,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,6359.16,-11.2,-160.79,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,6382.33,-10.64,-160.48,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,6405.59,-9.38,-160.17,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,6428.93,-11.22,-159.86,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,6452.36,-10.98,-159.56,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,6475.88,-11.58,-159.26,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,6499.48,-10.22,-158.97,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,6523.16,-10.58,-158.68,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,6546.93,-10.95,-158.41,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,6570.79,-10.99,-158.15,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,6594.74,-9.99,-157.89,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,6618.77,-10.91,-157.65,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,6642.89,-10.22,-157.42,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,6667.1,-9.8,-157.21,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,6691.39,-10.77,-157.01,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,6715.78,-9.89,-156.83,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,6740.25,-10.34,-156.66,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,6764.81,-10.41,-156.51,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,6789.47,-10.49,-156.38,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,6814.21,-10.33,-156.27,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,6839.04,-11.07,-156.18,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,6863.96,-10.59,-156.12,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,6888.98,-11.0,-156.07,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,6914.08,-9.1,-156.05,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,6939.28,-10.35,-156.05,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,6964.57,-10.53,-156.08,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,6989.95,-9.74,-156.13,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,7015.42,-9.3,-156.2,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,7040.99,-9.03,-156.3,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,7066.64,-10.99,-156.43,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,7092.4,-9.67,-156.58,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,7118.24,-11.08,-156.76,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,7144.18,-9.61,-156.97,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,7170.22,-9.97,-157.2,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,7196.35,-10.51,-157.46,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,7222.57,-9.24,-157.75,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,7248.89,-9.4,-158.07,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,7275.31,-9.72,-158.41,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,7301.82,-10.75,-158.78,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,7328.43,-9.99,-159.17,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,7355.14,-9.6,-159.59,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,7381.94,-9.7,-160.04,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,7408.84,-10.6,-160.51,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,7435.84,-10.06,-161.0,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,7462.94,-10.6,-161.51,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,7490.14,-9.2,-162.05,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,7517.43,-9.29,-162.61,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,7544.83,-8.67,-163.19,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,7572.32,-9.76,-163.79,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,7599.92,-10.04,-164.41,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,7627.61,-9.67,-165.04,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,7655.41,-9.64,-165.69,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,7683.31,-9.64,-166.35,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,7711.31,-9.43,-167.03,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,7739.41,-9.25,-167.71,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,7767.61,-10.28,-168.41,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,7795.92,-9.65,-169.11,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,7824.33,-10.25,-169.82,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,7852.84,-9.32,-170.53,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,7881.46,-9.89,-171.24,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,7910.18,-9.23,-171.96,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,7939.01,-9.61,-172.67,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,7967.94,-9.43,-173.38,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,7996.97,-9.78,-174.08,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,8026.12,-9.46,-174.78,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,8055.37,-9.03,-175.47,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,8084.72,-9.22,-176.14,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,8114.18,-9.17,-176.8,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,8143.75,-9.36,-177.45,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,8173.43,-10.1,-178.08,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,8203.22,-9.64,-178.69,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,8233.11,-9.48,-179.28,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,8263.11,-8.57,-179.84,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,8293.23,-9.45,179.62,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,8323.45,-9.47,179.1,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,8353.78,-9.2,178.62,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,8384.22,-8.35,178.16,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,8414.78,-9.92,177.74,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,8445.44,-9.51,177.35,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,8476.22,-9.48,176.99,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,8507.11,-8.78,176.67,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,8538.11,-9.02,176.38,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,8569.22,-9.39,176.13,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,8600.45,-9.63,175.92,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,8631.79,-9.47,175.75,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,8663.25,-9.52,175.62,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,8694.82,-10.3,175.53,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,8726.51,-8.77,175.48,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,8758.31,-9.62,175.46,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,8790.22,-9.67,175.49,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,8822.26,-10.55,175.56,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,8854.41,-9.13,175.67,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,8886.68,-10.26,175.81,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,8919.06,-9.78,176.0,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,8951.56,-9.51,176.22,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,8984.18,-9.16,176.47,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,9016.92,-9.4,176.76,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,9049.78,-8.88,177.09,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,9082.76,-10.4,177.44,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,9115.86,-9.69,177.83,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,9149.08,-8.71,178.24,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,9182.42,-9.75,178.67,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,9215.89,-10.8,179.13,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,9249.47,-10.1,179.61,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,9283.18,-9.94,-179.89,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,9317.01,-9.86,-179.37,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,9350.96,-9.95,-178.85,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,9385.04,-9.79,-178.31,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,9419.24,-9.99,-177.77,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,9453.56,-10.41,-177.23,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,9488.01,-10.06,-176.68,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,9522.59,-9.07,-176.14,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,9557.29,-9.23,-175.61,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,9592.12,-9.39,-175.09,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,9627.08,-9.85,-174.58,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,9662.16,-10.49,-174.09,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,9697.37,-10.28,-173.61,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,9732.71,-10.27,-173.16,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,9768.18,-10.76,-172.74,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,9803.78,-10.01,-172.35,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,9839.5,-10.37,-171.99,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,9875.36,-10.18,-171.67,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,9911.35,-9.63,-171.39,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,9947.47,-10.14,-171.14,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,9983.72,-10.17,-170.94,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,10020.1,-11.1,-170.79,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,10056.61,-10.02,-170.69,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,10093.26,-10.86,-170.63,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,10130.04,-9.3,-170.63,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,10166.96,-9.94,-170.68,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,10204.01,-9.11,-170.79,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,10241.2,-10.0,-170.95,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,10278.52,-10.31,-171.17,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,10315.97,-10.54,-171.44,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,10353.57,-11.3,-171.77,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,10391.3,-9.48,-172.15,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,10429.17,-10.36,-172.59,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,10467.17,-9.86,-173.08,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,10505.32,-10.07,-173.62,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,10543.6,-10.37,-174.21,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,10582.02,-10.26,-174.85,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,10620.59,-10.0,-175.54,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,10659.29,-10.18,-176.27,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,10698.13,-10.3,-177.03,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,10737.12,-10.46,-177.84,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,10776.25,-10.36,-178.67,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,10815.52,-9.78,-179.54,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,10854.93,-10.0,179.57,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,10894.49,-9.94,178.66,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,10934.19,-9.67,177.73,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,10974.04,-10.21,176.8,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,11014.03,-9.48,175.86,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,11054.17,-10.06,174.91,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,11094.45,-10.09,173.98,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,11134.88,-10.28,173.05,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,11175.46,-9.77,172.14,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,11216.18,-10.1,171.24,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,11257.06,-11.23,170.38,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,11298.08,-10.19,169.54,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,11339.25,-10.04,168.74,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,11380.58,-10.17,167.98,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,11422.05,-10.33,167.27,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,11463.67,-9.35,166.61,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,11505.45,-10.5,166.0,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,11547.38,-10.35,165.45,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,11589.46,-9.03,164.96,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,11631.69,-10.02,164.53,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,11674.08,-11.41,164.18,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,11716.62,-10.43,163.89,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,11759.32,-10.68,163.67,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,11802.18,-10.24,163.53,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,11845.18,-8.82,163.46,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,11888.35,-9.55,163.47,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,11931.67,-10.75,163.55,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,11975.16,-9.89,163.7,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,12018.8,-9.96,163.92,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,12062.59,-9.54,164.22,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,12106.55,-9.93,164.57,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,12150.67,-9.71,165.0,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,12194.95,-11.24,165.48,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,12239.39,-10.4,166.02,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,12284.0,-10.7,166.61,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,12328.76,-9.01,167.24,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,12373.69,-9.01,167.92,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,12418.78,-10.1,168.62,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,12464.04,-9.85,169.36,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,12509.46,-10.0,170.11,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,12555.05,-9.04,170.88,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,12600.8,-10.55,171.65,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,12646.72,-9.74,172.42,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,12692.81,-10.23,173.18,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,12739.06,-10.63,173.92,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,12785.48,-9.9,174.64,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,12832.08,-10.35,175.32,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,12878.84,-9.61,175.96,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,12925.77,-9.21,176.55,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,12972.88,-10.09,177.09,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,13020.15,-8.74,177.56,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,13067.6,-9.72,177.97,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,13115.22,-9.08,178.3,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,13163.02,-10.54,178.55,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,13210.99,-9.53,178.72,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,13259.13,-10.73,178.8,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,13307.45,-9.73,178.79,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,13355.94,-8.43,178.69,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,13404.61,-9.12,178.49,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,13453.46,-10.06,178.2,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,13502.49,-8.79,177.81,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,13551.7,-9.69,177.33,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,13601.08,-10.14,176.76,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,13650.65,-9.52,176.1,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,13700.39,-9.17,175.36,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,13750.32,-9.11,174.54,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,13800.43,-8.86,173.65,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,13850.72,-9.71,172.69,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,13901.19,-8.63,171.67,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,13951.85,-8.96,170.61,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,14002.7,-9.04,169.5,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,14053.72,-9.44,168.36,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,14104.94,-9.36,167.2,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,14156.34,-9.19,166.03,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,14207.93,-9.69,164.86,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,14259.71,-9.09,163.7,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,14311.67,-9.32,162.57,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,14363.83,-9.39,161.47,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,14416.17,-8.01,160.41,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,14468.71,-9.73,159.41,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,14521.43,-9.39,158.47,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,14574.35,-8.91,157.61,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,14627.46,-7.25,156.83,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,14680.77,-8.43,156.14,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,14734.27,-9.76,155.55,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,14787.96,-8.4,155.07,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,14841.85,-9.1,154.7,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,14895.94,-9.0,154.44,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,14950.22,-8.73,154.3,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,15004.71,-7.18,154.27,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,15059.39,-8.19,154.37,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,15114.26,-8.95,154.58,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,15169.34,-8.41,154.91,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,15224.62,-8.64,155.34,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,15280.11,-9.17,155.88,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,15335.79,-8.29,156.51,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,15391.68,-7.81,157.23,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,15447.77,-7.89,158.03,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,15504.06,-8.76,158.89,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,15560.56,-8.17,159.81,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,15617.27,-8.87,160.77,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,15674.18,-8.73,161.76,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,15731.3,-7.34,162.76,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,15788.63,-8.18,163.76,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,15846.16,-7.36,164.74,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,15903.91,-8.2,165.68,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,15961.87,-7.55,166.59,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,16020.04,-7.44,167.42,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,16078.42,-7.71,168.19,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,16137.01,-7.64,168.86,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,16195.82,-7.27,169.43,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,16254.84,-7.36,169.9,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,16314.07,-8.1,170.23,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,16373.52,-7.39,170.44,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,16433.19,-7.47,170.51,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,16493.08,-7.72,170.44,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,16553.18,-8.33,170.23,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,16613.51,-7.4,169.87,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,16674.05,-6.97,169.37,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,16734.81,-7.42,168.73,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,16795.8,-8.15,167.96,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,16857.0,-8.2,167.06,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,16918.43,-8.62,166.05,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,16980.09,-6.61,164.93,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,17041.97,-8.04,163.72,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,17104.07,-7.78,162.44,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,17166.4,-8.03,161.11,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,17228.96,-7.1,159.73,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,17291.75,-7.73,158.33,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,17354.76,-8.33,156.94,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,17418.0,-7.38,155.56,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,17481.48,-7.58,154.22,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,17545.19,-7.77,152.95,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,17609.12,-7.78,151.75,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,17673.29,-7.82,150.64,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,17737.7,-7.94,149.66,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,17802.34,-6.79,148.8,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,17867.21,-7.39,148.08,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,17932.33,-7.21,147.52,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,17997.68,-7.91,147.12,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,18063.26,-7.0,146.89,#ff7f0e,0.65,31.65
